instruction,count,true_0,pred_0,true_1,pred_1,accuracy,precision,recall,f1_score,epoch
23,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
24,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
25,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
26,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,6
27,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,6
28,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
29,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,6
30,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
31,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
32,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
33,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
34,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
35,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
36,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
37,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
38,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
39,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
40,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,6
41,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,6
42,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
43,20.0,19.0,19.0,1.0,1.0,0.9,0.0,0.0,0.0,6
44,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
45,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
46,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
47,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,6
48,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,6
49,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
50,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
51,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
52,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
53,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
54,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
55,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,6
56,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
57,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
58,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
59,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
60,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,6
61,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,6
62,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,6
63,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,6
64,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
65,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
66,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
67,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
68,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
69,20.0,19.0,18.0,1.0,2.0,0.85,0.0,0.0,0.0,6
70,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,6
71,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,6
72,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,6
73,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,6
74,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,6
75,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
76,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
77,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
78,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
79,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
80,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
81,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
82,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
83,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
84,20.0,19.0,19.0,1.0,1.0,0.9,0.0,0.0,0.0,6
85,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
86,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
87,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
88,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
89,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
90,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
91,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
92,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
93,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
94,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
95,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
96,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,6
97,20.0,20.0,20.0,0.0,0.0,1.0,,,,6
98,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,6
99,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,6
100,13.0,12.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,6
model,19.93,19.32,19.37,0.61,0.56,0.97,0.12,0.1,0.11,6
0,20.0,7.0,10.0,13.0,10.0,0.85,1.0,0.77,0.87,7
1,20.0,15.0,20.0,5.0,0.0,0.75,,0.0,,7
2,20.0,15.0,15.0,5.0,5.0,0.9,0.8,0.8,0.8,7
3,20.0,15.0,16.0,5.0,4.0,0.85,0.75,0.6,0.67,7
4,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
5,20.0,18.0,18.0,2.0,2.0,0.9,0.5,0.5,0.5,7
6,20.0,19.0,18.0,1.0,2.0,0.95,0.5,1.0,0.67,7
7,20.0,16.0,18.0,4.0,2.0,0.9,1.0,0.5,0.67,7
8,20.0,16.0,18.0,4.0,2.0,0.8,0.5,0.25,0.33,7
9,20.0,18.0,18.0,2.0,2.0,0.9,0.5,0.5,0.5,7
10,20.0,6.0,20.0,14.0,0.0,0.3,,0.0,,7
11,20.0,17.0,18.0,3.0,2.0,0.95,1.0,0.67,0.8,7
12,20.0,19.0,18.0,1.0,2.0,0.85,0.0,0.0,0.0,7
13,20.0,20.0,18.0,0.0,2.0,0.9,0.0,,,7
14,20.0,19.0,17.0,1.0,3.0,0.9,0.33,1.0,0.5,7
15,20.0,20.0,18.0,0.0,2.0,0.9,0.0,,,7
16,20.0,17.0,13.0,3.0,7.0,0.5,0.0,0.0,0.0,7
17,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
18,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
19,20.0,19.0,19.0,1.0,1.0,0.9,0.0,0.0,0.0,7
20,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
21,20.0,19.0,18.0,1.0,2.0,0.85,0.0,0.0,0.0,7
22,20.0,18.0,19.0,2.0,1.0,0.95,1.0,0.5,0.67,7
23,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
24,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
25,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
26,20.0,20.0,18.0,0.0,2.0,0.9,0.0,,,7
27,20.0,20.0,17.0,0.0,3.0,0.85,0.0,,,7
28,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
29,20.0,19.0,18.0,1.0,2.0,0.95,0.5,1.0,0.67,7
30,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,7
31,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
32,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
33,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
34,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
35,20.0,19.0,20.0,1.0,0.0,0.95,,0.0,,7
36,20.0,19.0,18.0,1.0,2.0,0.85,0.0,0.0,0.0,7
37,20.0,20.0,18.0,0.0,2.0,0.9,0.0,,,7
38,20.0,20.0,18.0,0.0,2.0,0.9,0.0,,,7
39,20.0,20.0,18.0,0.0,2.0,0.9,0.0,,,7
40,20.0,20.0,18.0,0.0,2.0,0.9,0.0,,,7
41,20.0,20.0,17.0,0.0,3.0,0.85,0.0,,,7
42,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
43,20.0,18.0,17.0,2.0,3.0,0.85,0.33,0.5,0.4,7
44,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
45,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
46,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,7
47,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
48,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
49,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
50,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
51,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
52,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
53,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
54,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
55,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
56,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
57,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
58,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
59,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
60,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
61,20.0,20.0,18.0,0.0,2.0,0.9,0.0,,,7
62,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
63,20.0,18.0,18.0,2.0,2.0,0.9,0.5,0.5,0.5,7
64,20.0,20.0,18.0,0.0,2.0,0.9,0.0,,,7
65,20.0,20.0,18.0,0.0,2.0,0.9,0.0,,,7
66,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,7
67,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,7
68,20.0,19.0,20.0,1.0,0.0,0.95,,0.0,,7
69,20.0,18.0,18.0,2.0,2.0,0.9,0.5,0.5,0.5,7
70,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,7
71,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
72,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
73,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
74,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
75,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
76,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
77,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
78,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
79,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
80,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
81,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
82,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
83,20.0,20.0,18.0,0.0,2.0,0.9,0.0,,,7
84,20.0,19.0,18.0,1.0,2.0,0.85,0.0,0.0,0.0,7
85,20.0,19.0,20.0,1.0,0.0,0.95,,0.0,,7
86,20.0,19.0,20.0,1.0,0.0,0.95,,0.0,,7
87,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
88,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
89,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
90,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
91,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
92,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
93,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
94,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
95,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
96,20.0,20.0,20.0,0.0,0.0,1.0,,,,7
97,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
98,20.0,20.0,17.0,0.0,3.0,0.85,0.0,,,7
99,20.0,20.0,17.0,0.0,3.0,0.85,0.0,,,7
100,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
101,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
102,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
103,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
104,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
105,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
106,20.0,19.0,19.0,1.0,1.0,0.9,0.0,0.0,0.0,7
107,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
108,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
109,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
110,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,7
111,20.0,20.0,18.0,0.0,2.0,0.9,0.0,,,7
model,20.0,19.23,18.73,0.77,1.27,0.93,0.13,0.13,0.13,7
0,20.0,8.0,15.0,12.0,5.0,0.65,1.0,0.42,0.59,8
1,20.0,12.0,20.0,8.0,0.0,0.6,,0.0,,8
2,20.0,16.0,20.0,4.0,0.0,0.8,,0.0,,8
3,20.0,12.0,12.0,8.0,8.0,1.0,1.0,1.0,1.0,8
4,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,8
5,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,8
6,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
7,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,8
8,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,8
9,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
10,20.0,10.0,20.0,10.0,0.0,0.5,,0.0,,8
11,20.0,17.0,14.0,3.0,6.0,0.85,0.5,1.0,0.67,8
12,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
13,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
14,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
15,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
16,20.0,17.0,16.0,3.0,4.0,0.85,0.5,0.67,0.57,8
17,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
18,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
19,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
20,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
21,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,8
22,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
23,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
24,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
25,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
26,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
27,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
28,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
29,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
30,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
31,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
32,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
33,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
34,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
35,20.0,18.0,20.0,2.0,0.0,0.9,,0.0,,8
36,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
37,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
38,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
39,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
40,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
41,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
42,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
43,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,8
44,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
45,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
46,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
47,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
48,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
49,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
50,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
51,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
52,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
53,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
54,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
55,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
56,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
57,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
58,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
59,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
60,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
61,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,8
62,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,8
63,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,8
64,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
65,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
66,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
67,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
68,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
69,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
70,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,8
71,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
72,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
73,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
74,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
75,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
76,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
77,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
78,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
79,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
80,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
81,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
82,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
83,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
84,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
85,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
86,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
87,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
88,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
89,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
90,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
91,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
92,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
93,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
94,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
95,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
96,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
97,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
98,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
99,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
100,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
101,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
102,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
103,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
104,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
105,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
106,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,8
107,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
108,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
109,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
110,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
111,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
112,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
113,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
114,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
115,20.0,20.0,20.0,0.0,0.0,1.0,,,,8
model,20.0,19.53,19.71,0.47,0.29,0.98,0.07,0.07,0.07,8
0,20.0,8.0,8.0,12.0,12.0,1.0,1.0,1.0,1.0,9
1,20.0,13.0,20.0,7.0,0.0,0.65,,0.0,,9
2,20.0,15.0,16.0,5.0,4.0,0.95,1.0,0.8,0.89,9
3,20.0,12.0,12.0,8.0,8.0,1.0,1.0,1.0,1.0,9
4,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,9
5,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
6,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
7,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,9
8,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,9
9,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,9
10,20.0,8.0,20.0,12.0,0.0,0.4,,0.0,,9
11,20.0,14.0,13.0,6.0,7.0,0.85,0.71,0.83,0.77,9
12,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
13,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
14,20.0,19.0,18.0,1.0,2.0,0.95,0.5,1.0,0.67,9
15,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
16,20.0,18.0,13.0,2.0,7.0,0.65,0.14,0.5,0.22,9
17,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
18,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
19,20.0,20.0,18.0,0.0,2.0,0.9,0.0,,,9
20,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
21,20.0,19.0,18.0,1.0,2.0,0.95,0.5,1.0,0.67,9
22,20.0,19.0,18.0,1.0,2.0,0.95,0.5,1.0,0.67,9
23,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
24,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
25,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
26,20.0,19.0,18.0,1.0,2.0,0.95,0.5,1.0,0.67,9
27,20.0,19.0,18.0,1.0,2.0,0.95,0.5,1.0,0.67,9
28,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
29,20.0,19.0,18.0,1.0,2.0,0.95,0.5,1.0,0.67,9
30,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,9
31,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,9
32,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,9
33,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
34,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
35,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,9
36,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
37,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
38,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
39,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
40,20.0,20.0,18.0,0.0,2.0,0.9,0.0,,,9
41,20.0,20.0,18.0,0.0,2.0,0.9,0.0,,,9
42,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
43,20.0,19.0,17.0,1.0,3.0,0.9,0.33,1.0,0.5,9
44,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
45,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
46,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,9
47,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
48,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
49,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
50,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
51,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
52,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
53,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
54,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
55,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
56,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
57,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
58,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,9
59,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
60,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
61,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
62,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
63,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,9
64,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
65,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
66,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
67,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
68,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
69,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,9
70,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,9
71,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
72,20.0,20.0,18.0,0.0,2.0,0.9,0.0,,,9
73,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,9
74,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,9
75,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
76,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
77,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
78,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
79,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
80,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
81,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
82,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
83,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
84,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,9
85,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
86,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
87,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
88,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
89,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
90,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,9
91,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
92,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
93,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
94,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
95,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
96,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
97,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
98,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
99,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
100,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
101,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
102,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
103,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
104,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
105,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
106,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
107,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
108,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
109,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
110,20.0,20.0,20.0,0.0,0.0,1.0,,,,9
